job_id,job_title,salary_usd,experience_level,company_location,employee_residence,remote_ratio,required_skills,education_required,years_experience,industry,company_name,
AI05848,Research Scientist,166296,EX,United Kingdom,United Kingdom,50,"R, Java, MLOps, Git, Deep Learning",Master,16,Government,Cloud AI Solutions,
AI05849,Principal Data Scientist,66282,EN,Switzerland,Switzerland,100,"Linux, Git, Azure, Tableau, AWS",PhD,0,Retail,Neural Networks Co,
AI05850,Data Scientist,84634,SE,China,China,0,"Deep Learning, Python, Kubernetes, SQL, R",Bachelor,8,Consulting,Machine Intelligence Group,
AI05851,ML Ops Engineer,85112,EN,Switzerland,Switzerland,50,"MLOps, Data Visualization, SQL, Statistics",PhD,0,Energy,Cloud AI Solutions,
AI05852,Head of AI,103765,SE,Japan,Norway,50,"PyTorch, Python, Scala",Master,6,Automotive,DeepTech Ventures,
AI05853,ML Ops Engineer,209153,EX,Netherlands,Israel,0,"Kubernetes, Azure, Data Visualization, MLOps, Python",Master,14,Automotive,AI Innovations,
AI05854,AI Software Engineer,185143,SE,United Kingdom,United Kingdom,0,"GCP, MLOps, Python",Master,5,Finance,Machine Intelligence Group,
AI05855,Robotics Engineer,65535,EN,Canada,Canada,50,"Python, Hadoop, Kubernetes",Master,0,Energy,Predictive Systems,
AI05856,Deep Learning Engineer,45865,EN,India,India,0,"Linux, Azure, TensorFlow, Statistics, Data Visualization",Bachelor,0,Consulting,Smart Analytics,
AI05857,ML Ops Engineer,159097,EX,Singapore,Singapore,100,"R, MLOps, Python",PhD,11,Gaming,Cognitive Computing,
AI05858,Principal Data Scientist,77642,EN,Norway,Norway,0,"Python, NLP, Linux, Spark, TensorFlow",Associate,1,Finance,Machine Intelligence Group,
AI05859,Deep Learning Engineer,88857,MI,Germany,Germany,0,"TensorFlow, Kubernetes, Linux",PhD,4,Transportation,TechCorp Inc,
AI05860,Computer Vision Engineer,93215,EX,Japan,Japan,100,"Deep Learning, Java, Tableau, AWS",PhD,17,Healthcare,DataVision Ltd,
AI05861,AI Specialist,205542,SE,United States,United States,100,"AWS, Python, Tableau",Associate,8,Education,Cloud AI Solutions,
AI05862,NLP Engineer,54744,MI,Austria,Austria,100,"Azure, Kubernetes, Spark",PhD,3,Energy,Advanced Robotics,
AI05863,AI Product Manager,173985,EX,France,India,100,"Kubernetes, Deep Learning, GCP, AWS, R",Bachelor,10,Finance,TechCorp Inc,
AI05864,AI Specialist,205134,EX,Australia,India,0,"NLP, AWS, Deep Learning, Spark, TensorFlow",Associate,13,Retail,DataVision Ltd,
AI05865,AI Architect,176425,SE,Switzerland,Switzerland,50,"R, Hadoop, Docker, Kubernetes, SQL",Associate,9,Finance,Smart Analytics,
AI05866,Data Analyst,48363,MI,Japan,Ireland,100,"R, NLP, SQL, Docker, PyTorch",Master,4,Education,Quantum Computing Inc,
AI05867,Principal Data Scientist,119954,SE,France,Japan,50,"Data Visualization, Linux, Kubernetes, Tableau, Docker",Associate,9,Retail,Advanced Robotics,
AI05868,ML Ops Engineer,90928,MI,Germany,Germany,50,"Java, Statistics, Deep Learning, Computer Vision",Bachelor,3,Real Estate,Neural Networks Co,
AI05869,AI Product Manager,105530,MI,Germany,Germany,0,"R, Tableau, SQL, Mathematics",Master,2,Telecommunications,Neural Networks Co,
AI05870,AI Research Scientist,67621,MI,Germany,Germany,50,"NLP, Azure, Deep Learning",Bachelor,2,Manufacturing,Advanced Robotics,
AI05871,Research Scientist,78105,SE,South Korea,South Korea,0,"PyTorch, Scala, Tableau, Kubernetes",Associate,7,Retail,Machine Intelligence Group,
AI05872,Autonomous Systems Engineer,100362,SE,Ireland,Ireland,50,"NLP, Hadoop, Java",Bachelor,7,Retail,DataVision Ltd,
AI05873,AI Architect,102509,SE,India,India,0,"Git, Linux, Kubernetes, Deep Learning",Associate,9,Real Estate,Algorithmic Solutions,
AI05874,AI Specialist,160758,EX,South Korea,South Korea,100,"Mathematics, Git, Azure",Master,11,Education,Digital Transformation LLC,
AI05875,NLP Engineer,205594,EX,Netherlands,Austria,0,"Java, Deep Learning, Python, GCP",Bachelor,18,Media,TechCorp Inc,
AI05876,Data Engineer,144869,MI,United States,France,50,"Hadoop, AWS, Computer Vision, TensorFlow, Azure",PhD,2,Telecommunications,DataVision Ltd,
AI05877,Data Scientist,85641,MI,Canada,Canada,50,"Python, Kubernetes, TensorFlow, AWS",Master,3,Real Estate,Cognitive Computing,
AI05878,Autonomous Systems Engineer,106957,SE,Finland,Finland,0,"Deep Learning, TensorFlow, MLOps",PhD,9,Technology,Cloud AI Solutions,
AI05879,Autonomous Systems Engineer,42185,EN,South Korea,South Korea,100,"AWS, Kubernetes, Hadoop",Bachelor,0,Automotive,Digital Transformation LLC,
AI05880,Autonomous Systems Engineer,106174,SE,Singapore,Singapore,0,"R, Scala, Git",PhD,9,Media,Predictive Systems,
AI05881,AI Software Engineer,154100,SE,Singapore,Singapore,50,"Hadoop, R, Spark, Docker",Master,8,Consulting,Future Systems,
AI05882,Deep Learning Engineer,116223,EX,South Korea,South Korea,100,"Data Visualization, GCP, Spark",Bachelor,16,Telecommunications,Cognitive Computing,
AI05883,Autonomous Systems Engineer,78724,MI,Australia,Australia,0,"SQL, Mathematics, TensorFlow, Deep Learning, Spark",Bachelor,2,Telecommunications,AI Innovations,
AI05884,Machine Learning Engineer,78465,SE,Ireland,Germany,50,"Git, R, Deep Learning",Associate,9,Automotive,Digital Transformation LLC,
AI05885,Robotics Engineer,64132,EN,Netherlands,Netherlands,50,"Mathematics, Spark, Tableau, PyTorch",PhD,1,Automotive,Machine Intelligence Group,
AI05886,Head of AI,67262,EN,Singapore,Singapore,50,"Python, MLOps, Hadoop",PhD,1,Consulting,Cloud AI Solutions,
AI05887,AI Software Engineer,112978,SE,Netherlands,Sweden,50,"R, Scala, Data Visualization",Associate,5,Consulting,Neural Networks Co,
AI05888,AI Specialist,182070,EX,China,China,50,"Mathematics, Spark, AWS, Statistics, GCP",Bachelor,11,Media,Predictive Systems,
AI05889,AI Product Manager,95011,SE,Finland,Finland,50,"Deep Learning, NLP, Java, Hadoop",Associate,6,Manufacturing,Quantum Computing Inc,
AI05890,ML Ops Engineer,46645,EN,Israel,Australia,0,"R, Kubernetes, GCP, Hadoop",PhD,0,Real Estate,TechCorp Inc,
AI05891,Data Scientist,101981,SE,India,India,50,"Computer Vision, Docker, Mathematics, Linux",PhD,6,Healthcare,Digital Transformation LLC,
AI05892,Data Analyst,200530,EX,Australia,Australia,50,"Python, Azure, MLOps, Tableau",Master,19,Consulting,Advanced Robotics,
AI05893,Autonomous Systems Engineer,93234,EX,Austria,Austria,100,"PyTorch, AWS, Computer Vision, Deep Learning",Master,11,Media,Cloud AI Solutions,
AI05894,Machine Learning Researcher,82842,MI,Singapore,Australia,0,"Scala, MLOps, Data Visualization",Master,3,Telecommunications,Autonomous Tech,
AI05895,Data Engineer,137404,SE,Netherlands,Sweden,50,"Tableau, Java, R, Kubernetes, Spark",Associate,9,Telecommunications,Neural Networks Co,
AI05896,NLP Engineer,62094,MI,Finland,Finland,100,"Python, NLP, Data Visualization, TensorFlow",Bachelor,4,Retail,Smart Analytics,
AI05897,Deep Learning Engineer,188150,EX,Canada,Canada,50,"GCP, Scala, Azure, Java",Bachelor,10,Energy,DeepTech Ventures,
AI05898,Research Scientist,85992,MI,Canada,India,0,"R, SQL, NLP, Mathematics",Bachelor,2,Consulting,Smart Analytics,
AI05899,ML Ops Engineer,91631,MI,Sweden,Sweden,0,"R, Kubernetes, Java, AWS, PyTorch",Master,2,Retail,Autonomous Tech,
AI05900,Robotics Engineer,54237,EN,India,India,0,"Python, Spark, Tableau",Master,1,Finance,Algorithmic Solutions,
AI05901,Head of AI,152763,EX,United States,United States,50,"Python, TensorFlow, Azure, R",Master,14,Manufacturing,Quantum Computing Inc,
AI05902,ML Ops Engineer,139181,EX,South Korea,Norway,50,"SQL, MLOps, Python, Hadoop, Spark",PhD,15,Energy,Advanced Robotics,
AI05903,Data Engineer,124141,SE,Sweden,Sweden,0,"Data Visualization, Computer Vision, Scala, PyTorch",Bachelor,9,Healthcare,DeepTech Ventures,
AI05904,AI Architect,67021,EN,Germany,Netherlands,50,"Java, Kubernetes, MLOps, Computer Vision",PhD,1,Education,Future Systems,
AI05905,ML Ops Engineer,235058,EX,Denmark,Denmark,0,"Git, Azure, Java",Associate,16,Telecommunications,AI Innovations,
AI05906,Data Analyst,94754,SE,Ireland,Ireland,100,"Computer Vision, Python, Azure, R, Mathematics",Master,7,Automotive,Machine Intelligence Group,
AI05907,AI Research Scientist,119939,SE,Australia,Australia,0,"Scala, Data Visualization, Kubernetes, Git",PhD,9,Healthcare,DeepTech Ventures,
AI05908,Computer Vision Engineer,114245,EX,Japan,Japan,50,"Java, Linux, AWS, Tableau, Azure",Associate,18,Media,TechCorp Inc,
AI05909,Head of AI,79814,MI,Israel,Israel,0,"Java, Python, Statistics",Associate,2,Real Estate,DataVision Ltd,
AI05910,AI Consultant,76333,EN,Australia,Australia,0,"R, Hadoop, Java, Statistics, Azure",Associate,0,Real Estate,Neural Networks Co,
AI05911,Machine Learning Engineer,101837,EX,Israel,United Kingdom,50,"NLP, Scala, TensorFlow, AWS, Azure",PhD,14,Automotive,Quantum Computing Inc,
AI05912,Data Engineer,156494,EX,Australia,Australia,0,"Java, Hadoop, Mathematics, Linux, Statistics",Master,13,Automotive,Machine Intelligence Group,
AI05913,AI Architect,65917,MI,India,India,50,"Data Visualization, Python, Azure, Deep Learning",PhD,3,Manufacturing,Autonomous Tech,
AI05914,AI Product Manager,140237,SE,Germany,Germany,100,"PyTorch, TensorFlow, Azure, Deep Learning",Master,6,Government,Digital Transformation LLC,
AI05915,Data Scientist,106426,MI,Germany,Germany,100,"TensorFlow, Data Visualization, Git",Associate,2,Real Estate,Cloud AI Solutions,
AI05916,Autonomous Systems Engineer,113388,EX,Ireland,Ireland,50,"Spark, SQL, Java, Azure, Data Visualization",Master,10,Real Estate,Future Systems,
AI05917,Autonomous Systems Engineer,259915,EX,United States,United States,100,"Hadoop, Java, PyTorch, Azure, Kubernetes",PhD,10,Consulting,Predictive Systems,
AI05918,AI Specialist,134637,SE,Norway,Norway,0,"Python, R, Scala, Java",Associate,9,Finance,Advanced Robotics,
AI05919,Deep Learning Engineer,80421,MI,Ireland,Ireland,0,"Git, Deep Learning, MLOps",Associate,4,Transportation,Future Systems,
AI05920,Machine Learning Researcher,44182,EN,Ireland,Japan,50,"SQL, Tableau, TensorFlow, Kubernetes",PhD,1,Finance,Predictive Systems,
AI05921,Data Scientist,284130,EX,Switzerland,India,0,"Python, TensorFlow, Tableau, Docker",Bachelor,15,Consulting,Digital Transformation LLC,
AI05922,AI Specialist,60003,MI,Ireland,India,100,"Mathematics, Git, MLOps, Deep Learning, Computer Vision",Master,4,Real Estate,Neural Networks Co,
AI05923,AI Consultant,134682,EX,Ireland,South Korea,100,"Deep Learning, Docker, Data Visualization, Azure, Computer Vision",Master,19,Education,Quantum Computing Inc,
AI05924,Deep Learning Engineer,80847,EN,United States,Norway,50,"R, Linux, Mathematics",Bachelor,1,Media,DataVision Ltd,
AI05925,AI Product Manager,55277,EN,Canada,Canada,50,"Python, Spark, Tableau, R",Bachelor,0,Real Estate,Machine Intelligence Group,
AI05926,Deep Learning Engineer,82042,MI,Finland,Finland,50,"Python, Mathematics, Linux",PhD,4,Finance,TechCorp Inc,
AI05927,AI Consultant,123908,MI,United Kingdom,United Kingdom,0,"Docker, Mathematics, TensorFlow",Associate,2,Education,Machine Intelligence Group,
AI05928,AI Product Manager,77159,MI,Japan,Germany,100,"Python, AWS, Scala",Master,2,Media,DeepTech Ventures,
AI05929,Machine Learning Engineer,75218,MI,Canada,France,50,"Git, Computer Vision, Kubernetes, NLP",Associate,3,Government,Cloud AI Solutions,
AI05930,AI Research Scientist,124858,MI,Denmark,Denmark,100,"Python, TensorFlow, GCP",Bachelor,2,Retail,Future Systems,
AI05931,Head of AI,105876,MI,Singapore,Singapore,0,"Hadoop, Git, Azure, TensorFlow, Spark",Master,4,Telecommunications,Algorithmic Solutions,
AI05932,AI Research Scientist,69815,MI,Austria,Austria,50,"PyTorch, Kubernetes, Python",Bachelor,3,Media,DeepTech Ventures,
AI05933,Robotics Engineer,189484,SE,Norway,Norway,100,"Deep Learning, Docker, Azure, Python",PhD,9,Healthcare,Cloud AI Solutions,
AI05934,AI Product Manager,69644,MI,Ireland,Ireland,0,"R, Deep Learning, SQL, GCP",Master,2,Consulting,DataVision Ltd,
AI05935,Robotics Engineer,211820,EX,France,France,50,"Scala, GCP, Statistics, R",Associate,13,Manufacturing,Autonomous Tech,
AI05936,Head of AI,89786,SE,Canada,Canada,0,"Computer Vision, Statistics, MLOps, Scala, Data Visualization",PhD,9,Transportation,Cloud AI Solutions,
AI05937,Machine Learning Engineer,180456,EX,Japan,Ireland,0,"Data Visualization, Scala, Mathematics, AWS",PhD,10,Telecommunications,Predictive Systems,
AI05938,ML Ops Engineer,99521,SE,United Kingdom,United Kingdom,0,"Statistics, Deep Learning, NLP",Bachelor,6,Telecommunications,Digital Transformation LLC,
AI05939,Data Analyst,232905,EX,Singapore,Singapore,50,"Mathematics, Deep Learning, Tableau, TensorFlow",Associate,14,Gaming,AI Innovations,
AI05940,Computer Vision Engineer,99411,EN,Switzerland,Switzerland,50,"TensorFlow, Tableau, Python",PhD,1,Telecommunications,Algorithmic Solutions,
AI05941,Data Scientist,33839,EN,Finland,Finland,50,"R, Docker, SQL, Computer Vision, GCP",Associate,0,Gaming,Advanced Robotics,
AI05942,Data Scientist,53432,EN,Israel,Denmark,0,"Tableau, TensorFlow, Scala, NLP",Master,1,Technology,TechCorp Inc,
AI05943,AI Specialist,100015,SE,South Korea,South Korea,100,"Data Visualization, Linux, Deep Learning, Scala",Master,8,Finance,Machine Intelligence Group,
AI05944,AI Research Scientist,91896,EX,Ireland,Israel,50,"Data Visualization, Spark, AWS",Bachelor,19,Automotive,Smart Analytics,
AI05945,Robotics Engineer,153576,SE,Canada,Canada,0,"Kubernetes, Mathematics, Python, Spark",Associate,9,Retail,DeepTech Ventures,
AI05946,Data Scientist,154228,MI,Switzerland,Switzerland,100,"Data Visualization, Hadoop, Tableau, Kubernetes",Associate,3,Manufacturing,TechCorp Inc,
AI05947,AI Product Manager,165700,EX,United States,Switzerland,50,"Scala, Git, Tableau, Kubernetes",Master,18,Technology,Algorithmic Solutions,
AI05948,Deep Learning Engineer,54067,EN,Singapore,Singapore,0,"Scala, TensorFlow, Python, Docker",Bachelor,0,Government,Neural Networks Co,
AI05949,Head of AI,151055,EX,China,Germany,0,"Computer Vision, GCP, Scala, Deep Learning, Tableau",Master,19,Real Estate,Future Systems,
AI05950,Autonomous Systems Engineer,95873,EN,Switzerland,United Kingdom,100,"GCP, Scala, AWS, PyTorch, SQL",Master,0,Gaming,DataVision Ltd,
AI05951,NLP Engineer,44245,EN,Ireland,Ireland,0,"Computer Vision, PyTorch, GCP, TensorFlow, MLOps",Associate,1,Technology,Quantum Computing Inc,
AI05952,Machine Learning Engineer,65949,MI,India,China,100,"Git, NLP, Scala",Associate,3,Manufacturing,Cognitive Computing,
AI05953,AI Research Scientist,146170,SE,Australia,Australia,0,"AWS, Python, Tableau",PhD,6,Retail,Predictive Systems,
AI05954,ML Ops Engineer,303620,EX,Denmark,Denmark,50,"Mathematics, Python, MLOps, Azure",Master,10,Telecommunications,Advanced Robotics,
AI05955,Computer Vision Engineer,138267,MI,Switzerland,Switzerland,50,"Python, MLOps, NLP, Spark",PhD,2,Manufacturing,Neural Networks Co,
AI05956,Data Analyst,110484,SE,United Kingdom,United Kingdom,100,"Mathematics, Kubernetes, SQL, Statistics, MLOps",Bachelor,8,Healthcare,Algorithmic Solutions,
AI05957,Data Analyst,42445,EN,India,India,50,"SQL, Git, Tableau, AWS, PyTorch",Bachelor,1,Consulting,Cognitive Computing,
AI05958,Machine Learning Researcher,338393,EX,Norway,Israel,100,"Statistics, Data Visualization, NLP",Associate,10,Consulting,Advanced Robotics,
AI05959,NLP Engineer,76421,MI,South Korea,Netherlands,100,"Kubernetes, Data Visualization, MLOps, SQL",Associate,2,Media,Algorithmic Solutions,
AI05960,Deep Learning Engineer,167255,SE,Denmark,Denmark,0,"Kubernetes, Linux, R",Associate,8,Energy,Machine Intelligence Group,
AI05961,AI Architect,110981,SE,Australia,Australia,100,"Azure, Spark, MLOps, Hadoop, Data Visualization",Associate,8,Government,Cloud AI Solutions,
AI05962,AI Architect,85056,MI,Germany,Germany,50,"R, Git, GCP, Statistics",Associate,3,Finance,AI Innovations,
AI05963,Data Scientist,257823,EX,United Kingdom,United Kingdom,50,"R, SQL, Spark",PhD,19,Gaming,Predictive Systems,
AI05964,Machine Learning Engineer,77687,MI,Netherlands,United Kingdom,100,"Kubernetes, TensorFlow, AWS, Mathematics",PhD,2,Education,Smart Analytics,
AI05965,Research Scientist,258621,EX,Norway,Norway,0,"Tableau, SQL, Scala, Computer Vision",Bachelor,17,Healthcare,DeepTech Ventures,
AI05966,NLP Engineer,58311,EN,Finland,Finland,50,"MLOps, Scala, Python",Associate,0,Media,Quantum Computing Inc,
AI05967,AI Specialist,317685,EX,Denmark,Denmark,100,"Hadoop, Java, Data Visualization, Computer Vision",Master,13,Real Estate,Quantum Computing Inc,
AI05968,Principal Data Scientist,136303,EX,South Korea,United States,50,"Spark, AWS, Mathematics, SQL, Deep Learning",Associate,17,Telecommunications,Algorithmic Solutions,
AI05969,AI Consultant,65348,EN,China,China,0,"Tableau, Scala, Hadoop, AWS, GCP",PhD,0,Healthcare,Smart Analytics,
AI05970,Deep Learning Engineer,205534,EX,Austria,Austria,100,"Linux, Computer Vision, Data Visualization, GCP",PhD,12,Government,Smart Analytics,
AI05971,AI Consultant,61622,EN,United Kingdom,United Kingdom,0,"SQL, Java, Hadoop, GCP, Git",PhD,1,Transportation,Neural Networks Co,
AI05972,AI Architect,55980,MI,Finland,Finland,100,"Mathematics, Statistics, SQL, Computer Vision",Master,2,Technology,Smart Analytics,
AI05973,AI Software Engineer,134778,EX,Japan,United Kingdom,50,"Spark, SQL, Computer Vision, Scala, Kubernetes",Bachelor,14,Transportation,Cognitive Computing,
AI05974,AI Specialist,296033,EX,Switzerland,Sweden,50,"Spark, R, PyTorch, TensorFlow, Statistics",Master,15,Retail,Cloud AI Solutions,
AI05975,Data Analyst,32542,EN,Austria,Austria,50,"Kubernetes, Scala, Tableau, R, GCP",Bachelor,1,Finance,Predictive Systems,
AI05976,AI Architect,196550,EX,United States,United States,100,"Deep Learning, Mathematics, MLOps, R, Python",Associate,18,Gaming,Autonomous Tech,
AI05977,AI Product Manager,136199,SE,Singapore,France,50,"Tableau, GCP, Scala",PhD,8,Automotive,Cognitive Computing,
AI05978,Data Analyst,95031,MI,Germany,Germany,50,"Mathematics, Python, R, AWS, Kubernetes",Associate,2,Consulting,Predictive Systems,
AI05979,Principal Data Scientist,86048,SE,India,Finland,50,"Linux, SQL, Azure",Master,9,Gaming,Quantum Computing Inc,
AI05980,Research Scientist,114602,EX,Ireland,Denmark,0,"Python, Java, Deep Learning",Associate,18,Technology,Cloud AI Solutions,
AI05981,Deep Learning Engineer,142508,SE,Netherlands,Netherlands,0,"Java, Data Visualization, GCP, Hadoop, Mathematics",Bachelor,6,Automotive,Cognitive Computing,
AI05982,NLP Engineer,86429,SE,Israel,Israel,100,"Docker, Linux, Deep Learning",PhD,9,Media,AI Innovations,
AI05983,Principal Data Scientist,171341,EX,Austria,United Kingdom,50,"Linux, R, Kubernetes",Master,17,Finance,AI Innovations,
AI05984,Autonomous Systems Engineer,173327,SE,Norway,Germany,100,"TensorFlow, Spark, Statistics",Associate,6,Finance,Future Systems,
AI05985,Principal Data Scientist,74688,MI,Sweden,Sweden,50,"Python, Data Visualization, Hadoop, Statistics, AWS",PhD,2,Technology,Future Systems,
AI05986,AI Consultant,117000,SE,Sweden,United Kingdom,50,"Deep Learning, PyTorch, Data Visualization, TensorFlow",Bachelor,5,Automotive,DeepTech Ventures,
AI05987,Head of AI,121734,SE,Finland,Austria,100,"SQL, PyTorch, Azure",Bachelor,6,Consulting,Digital Transformation LLC,
AI05988,Research Scientist,110575,EN,Denmark,Denmark,100,"Scala, TensorFlow, Python, Computer Vision, Docker",Bachelor,0,Healthcare,Neural Networks Co,
AI05989,Computer Vision Engineer,134416,MI,United States,Ireland,50,"SQL, Azure, NLP, PyTorch",Associate,3,Healthcare,TechCorp Inc,
AI05990,Principal Data Scientist,111745,SE,Singapore,Singapore,50,"Linux, Git, Docker, Python, TensorFlow",Bachelor,9,Transportation,TechCorp Inc,
AI05991,AI Product Manager,57077,MI,Finland,Finland,0,"Kubernetes, R, Tableau",PhD,4,Transportation,Neural Networks Co,
AI05992,Computer Vision Engineer,156126,EX,Netherlands,United States,50,"TensorFlow, Spark, Kubernetes, Linux, Python",Bachelor,17,Energy,TechCorp Inc,
AI05993,NLP Engineer,165274,SE,Sweden,Sweden,0,"Kubernetes, Git, Tableau, AWS",PhD,7,Education,Cognitive Computing,
AI05994,Machine Learning Researcher,102231,SE,Australia,Australia,50,"Data Visualization, MLOps, Java, Python, Statistics",Bachelor,9,Education,Cloud AI Solutions,
AI05995,Data Engineer,103464,EN,Switzerland,Switzerland,0,"Spark, Linux, TensorFlow, Statistics, Deep Learning",PhD,0,Transportation,Autonomous Tech,
AI05996,Machine Learning Researcher,126033,EX,China,Japan,0,"NLP, TensorFlow, R, Mathematics, AWS",PhD,17,Consulting,Algorithmic Solutions,
AI05997,AI Specialist,223853,EX,United Kingdom,Israel,100,"Statistics, Kubernetes, Computer Vision, Hadoop, PyTorch",PhD,16,Finance,DeepTech Ventures,
AI05998,Data Analyst,75345,MI,India,India,0,"NLP, Python, Data Visualization, Deep Learning, Linux",Bachelor,2,Telecommunications,Cognitive Computing,
AI05999,AI Product Manager,33770,EN,South Korea,South Korea,50,"Hadoop, PyTorch, Scala",Associate,1,Telecommunications,Advanced Robotics,
AI06000,Autonomous Systems Engineer,44343,EN,Finland,China,100,"Java, Scala, Docker, R",PhD,1,Retail,Cognitive Computing,
AI06001,Robotics Engineer,86041,MI,Germany,Germany,0,"Spark, R, GCP, Scala",Bachelor,2,Automotive,Cognitive Computing,
AI06002,AI Research Scientist,114259,MI,United States,United States,100,"Python, AWS, Computer Vision, Kubernetes",Associate,3,Education,Advanced Robotics,
AI06003,AI Consultant,148424,EX,Israel,United States,0,"Java, Spark, MLOps",Bachelor,13,Education,DeepTech Ventures,
AI06004,AI Research Scientist,60339,MI,South Korea,South Korea,100,"AWS, SQL, Deep Learning, GCP",Bachelor,2,Media,Cloud AI Solutions,
AI06005,Principal Data Scientist,58962,EN,South Korea,India,50,"NLP, Python, Hadoop, Tableau",Associate,1,Healthcare,Quantum Computing Inc,
AI06006,AI Consultant,189541,EX,Denmark,Denmark,0,"Computer Vision, Linux, Python, NLP",PhD,14,Finance,Predictive Systems,
AI06007,AI Architect,59745,EN,Canada,Canada,0,"Kubernetes, Linux, Spark, GCP",PhD,0,Government,Cognitive Computing,
AI06008,Machine Learning Researcher,43166,EN,South Korea,United Kingdom,0,"Docker, Python, Spark, Hadoop, Deep Learning",Master,1,Real Estate,Neural Networks Co,
AI06009,Deep Learning Engineer,123650,EX,Canada,Norway,0,"SQL, MLOps, Java",Bachelor,14,Consulting,Future Systems,
AI06010,Robotics Engineer,96472,SE,Ireland,Ireland,0,"Tableau, Java, Kubernetes, Deep Learning, R",PhD,9,Telecommunications,Digital Transformation LLC,
AI06011,Deep Learning Engineer,174334,EX,Ireland,United States,50,"Computer Vision, NLP, Data Visualization, MLOps",PhD,17,Media,TechCorp Inc,
AI06012,Machine Learning Researcher,204552,EX,Germany,United States,50,"SQL, Computer Vision, Docker",Bachelor,17,Technology,DataVision Ltd,
AI06013,Data Engineer,154560,SE,United Kingdom,France,50,"Linux, Azure, PyTorch, TensorFlow",PhD,5,Real Estate,Machine Intelligence Group,
AI06014,Research Scientist,51798,MI,Ireland,Ireland,0,"Mathematics, Python, TensorFlow, Java",PhD,3,Government,Neural Networks Co,
AI06015,Data Analyst,66820,EN,Singapore,Singapore,0,"Scala, NLP, GCP, Hadoop, TensorFlow",Master,1,Healthcare,DeepTech Ventures,
AI06016,Data Engineer,187920,SE,Switzerland,Switzerland,100,"Python, Computer Vision, AWS, PyTorch, TensorFlow",Bachelor,9,Transportation,DataVision Ltd,
AI06017,Data Scientist,138991,EX,Germany,Germany,100,"Azure, Computer Vision, R, Data Visualization",Associate,19,Finance,Cloud AI Solutions,
AI06018,AI Software Engineer,95483,SE,South Korea,South Korea,50,"Python, Scala, Deep Learning, Tableau",Bachelor,5,Real Estate,Algorithmic Solutions,
AI06019,AI Research Scientist,55981,MI,Finland,Finland,100,"Git, Docker, Mathematics, Python",PhD,3,Retail,Smart Analytics,
AI06020,AI Product Manager,85179,MI,Australia,Australia,0,"Data Visualization, Python, Hadoop, TensorFlow",Master,4,Media,Smart Analytics,
AI06021,Data Analyst,199374,EX,Australia,India,50,"Kubernetes, Linux, Data Visualization, Scala, SQL",Master,15,Gaming,Algorithmic Solutions,
AI06022,AI Architect,132228,EX,Netherlands,United Kingdom,50,"Python, TensorFlow, Computer Vision, GCP, Spark",Bachelor,11,Real Estate,Autonomous Tech,
AI06023,Research Scientist,141523,EX,Sweden,Sweden,50,"Git, R, Python, Java, Deep Learning",Associate,17,Retail,DataVision Ltd,
AI06024,AI Software Engineer,34357,EN,China,Sweden,100,"Linux, Statistics, Computer Vision",PhD,1,Retail,Cognitive Computing,
AI06025,Computer Vision Engineer,224939,EX,Netherlands,Netherlands,100,"PyTorch, Hadoop, NLP, Computer Vision, GCP",PhD,13,Media,Advanced Robotics,
AI06026,Machine Learning Engineer,37650,EN,Finland,Finland,0,"PyTorch, Spark, Hadoop, Java",Associate,1,Education,DeepTech Ventures,
AI06027,Machine Learning Researcher,58016,EN,France,France,100,"Statistics, SQL, Java, Mathematics",Master,0,Education,Advanced Robotics,
AI06028,ML Ops Engineer,105368,SE,Germany,Germany,50,"AWS, Kubernetes, Python, Tableau",Associate,8,Gaming,Future Systems,
AI06029,Principal Data Scientist,85579,MI,United States,United States,0,"SQL, TensorFlow, Docker, Hadoop, AWS",Associate,4,Government,Autonomous Tech,
AI06030,AI Specialist,155722,EX,Ireland,Ireland,0,"R, NLP, Mathematics, AWS, Python",Associate,11,Retail,Machine Intelligence Group,
AI06031,Autonomous Systems Engineer,174629,EX,France,France,100,"Computer Vision, Spark, MLOps, Linux",Bachelor,10,Technology,Quantum Computing Inc,
AI06032,NLP Engineer,276154,EX,Australia,Australia,0,"Git, Linux, Data Visualization, TensorFlow, Scala",PhD,12,Manufacturing,DataVision Ltd,
AI06033,Head of AI,58885,MI,Ireland,Japan,100,"Hadoop, Python, Git",Associate,2,Telecommunications,Cloud AI Solutions,
AI06034,Data Scientist,170560,EX,Sweden,Canada,50,"Java, SQL, MLOps, GCP",Master,16,Real Estate,Digital Transformation LLC,
AI06035,Robotics Engineer,116679,MI,Sweden,Sweden,50,"NLP, Statistics, Python",Bachelor,3,Finance,TechCorp Inc,
AI06036,Head of AI,133361,EX,India,India,50,"AWS, Azure, R, SQL, Data Visualization",Master,15,Education,Neural Networks Co,
AI06037,Robotics Engineer,75390,MI,Sweden,Sweden,50,"Scala, R, Tableau, GCP, Linux",PhD,3,Retail,Neural Networks Co,
AI06038,NLP Engineer,96988,SE,Ireland,Ireland,0,"Deep Learning, Scala, Computer Vision, Data Visualization, Tableau",Bachelor,9,Technology,DeepTech Ventures,
AI06039,Computer Vision Engineer,249444,EX,Australia,Australia,50,"Scala, Docker, NLP",Bachelor,19,Energy,TechCorp Inc,
